PESQ,Filepath Deg,Filename,db,VISQOL,MOS,Condition,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Filepath Ref,NISQA
1.9344866275787356,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3913.wav,OE1M3913.wav,P23_EXP1,2.17255878,3.208333333333333,13,4,3,3,4,3,3,3,5,4,3,4,2,3,1,4,4,4,3,2,4,3,3,3,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S13.wav,2.435348
2.4761593341827397,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3812.wav,OE1M3812.wav,P23_EXP1,3.01495051,3.9166666666666665,12,4,4,3,5,4,4,4,4,4,4,4,4,3,5,5,4,4,4,4,3,3,4,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S12.wav,2.5355597
2.5643115043640137,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3711.wav,OE1M3711.wav,P23_EXP1,3.28114581,4.083333333333333,11,3,4,4,5,3,4,4,5,5,4,5,5,4,4,5,3,4,4,3,5,3,4,3,5,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S11.wav,2.9167526
2.0472328662872314,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3610.wav,OE1M3610.wav,P23_EXP1,2.0385921,3.333333333333333,10,4,5,2,5,4,3,2,4,2,3,4,2,3,3,4,5,4,2,4,3,3,3,3,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S10.wav,2.7128167
2.191262722015381,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3509.wav,OE1M3509.wav,P23_EXP1,2.44050717,4.166666666666667,9,5,5,3,5,4,4,4,4,5,3,4,3,4,4,5,5,4,5,4,4,4,5,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S09.wav,3.3485916
2.0625576972961426,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3408.wav,OE1M3408.wav,P23_EXP1,2.77100682,3.9166666666666665,8,3,4,3,4,4,3,4,4,5,4,4,5,4,5,5,4,5,4,3,4,3,4,3,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S08.wav,3.2380533
2.133070230484009,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4424.wav,OE1M4424.wav,P23_EXP1,2.71376634,3.458333333333333,24,4,3,3,4,4,4,3,4,4,3,5,3,3,4,4,3,3,3,4,2,2,4,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S24.wav,2.7029643
1.6362706422805786,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3B15.wav,OE1M3B15.wav,P23_EXP1,2.36536884,2.833333333333333,15,4,4,3,3,3,3,3,4,3,2,4,1,3,2,2,4,3,2,4,3,2,2,3,1,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S15.wav,1.8350625
1.6262407302856443,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4525.wav,OE1M4525.wav,P23_EXP1,1.77261782,2.833333333333333,25,2,3,2,4,3,3,3,3,4,3,4,3,2,2,4,3,3,2,3,2,2,3,3,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S25.wav,1.9290483
3.39825439453125,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5844.wav,OE1M5844.wav,P23_EXP1,3.23306775,4.5,44,5,5,4,5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,2,5,4,4,3,5,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S44.wav,3.602012
1.5966414213180542,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4727.wav,OE1M4727.wav,P23_EXP1,2.13020778,2.958333333333333,27,4,4,4,2,4,3,3,4,3,2,4,2,3,2,3,3,3,3,1,3,2,2,4,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S27.wav,2.7030094
2.712631702423096,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3206.wav,OE1M3206.wav,P23_EXP1,3.00948739,3.9583333333333335,6,5,5,4,5,4,4,4,5,4,3,4,4,4,5,4,4,4,4,2,4,3,4,3,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S06.wav,3.3864715
3.018782615661621,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5743.wav,OE1M5743.wav,P23_EXP1,3.26751161,4.5,43,5,5,4,5,5,4,5,5,5,5,4,3,4,5,5,5,5,5,5,5,3,4,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S43.wav,3.6332095
2.571699619293213,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5642.wav,OE1M5642.wav,P23_EXP1,3.09429884,4.375,42,5,5,5,5,5,4,5,5,4,4,5,4,4,4,5,5,4,4,4,4,3,4,4,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S42.wav,3.4669042
2.481071949005127,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5541.wav,OE1M5541.wav,P23_EXP1,3.04023623,4.333333333333333,41,5,5,4,4,5,4,5,5,5,4,5,5,4,4,5,5,4,3,4,4,4,4,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S41.wav,3.4421258
1.9212006330490112,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5440.wav,OE1M5440.wav,P23_EXP1,2.54981685,3.5,40,3,4,3,3,3,3,4,4,5,3,3,3,4,4,5,5,4,3,2,4,2,3,4,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S40.wav,2.765962
1.6408475637435913,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5339.wav,OE1M5339.wav,P23_EXP1,2.59835839,3.25,39,4,3,4,3,3,4,3,4,3,3,3,2,4,5,3,5,4,3,2,3,2,3,3,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S39.wav,2.4554045
1.3782873153686523,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5238.wav,OE1M5238.wav,P23_EXP1,1.87800932,2.4166666666666665,38,3,2,1,3,2,3,2,4,2,2,2,3,2,3,2,3,3,2,3,3,1,2,2,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S38.wav,1.8475703
1.1934527158737185,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5137.wav,OE1M5137.wav,P23_EXP1,1.46584177,1.3333333333333333,37,1,1,3,1,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S37.wav,1.302607
1.5118358135223389,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M5036.wav,OE1M5036.wav,P23_EXP1,1.6940763,2.0416666666666665,36,2,2,1,4,2,2,2,4,3,1,3,2,1,3,3,2,2,2,1,2,1,1,1,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S36.wav,1.7286934
1.3749592304229736,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4F35.wav,OE1M4F35.wav,P23_EXP1,1.57536602,2.083333333333333,35,4,4,1,3,2,3,2,3,1,2,4,1,2,1,2,2,2,1,1,2,2,2,2,1,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S35.wav,1.3549128
1.661271333694458,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4E34.wav,OE1M4E34.wav,P23_EXP1,2.18378329,2.833333333333333,34,3,4,2,4,3,3,3,4,3,2,4,2,3,2,3,5,3,2,3,2,2,2,2,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S34.wav,2.556407
1.771767497062683,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4D33.wav,OE1M4D33.wav,P23_EXP1,1.92919016,2.625,33,2,3,3,4,3,3,3,3,2,2,4,2,3,2,3,3,2,2,4,2,2,2,2,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S33.wav,1.7649041
1.6782466173171997,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4C32.wav,OE1M4C32.wav,P23_EXP1,2.13360453,2.458333333333333,32,3,3,2,3,2,3,2,4,3,2,3,2,2,2,4,3,2,2,1,2,1,3,3,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S32.wav,2.1622312
1.877990245819092,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4B31.wav,OE1M4B31.wav,P23_EXP1,2.83979797,3.5416666666666665,31,3,5,4,4,3,4,3,5,5,3,5,4,4,3,3,3,3,2,2,3,4,3,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S31.wav,3.3902915
1.7073854207992554,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4A30.wav,OE1M4A30.wav,P23_EXP1,2.60617971,3.333333333333333,30,4,4,4,4,3,3,3,4,3,3,4,2,3,3,4,3,4,3,2,3,4,3,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S30.wav,2.9310677
1.828598499298096,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4929.wav,OE1M4929.wav,P23_EXP1,2.84693694,3.458333333333333,29,5,5,3,4,4,4,3,4,4,3,4,3,2,4,3,4,3,2,3,3,3,4,3,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S29.wav,2.8515062
1.356348156929016,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4828.wav,OE1M4828.wav,P23_EXP1,1.81532717,1.7916666666666667,28,2,3,2,3,1,2,1,3,1,2,4,1,1,2,3,1,2,1,1,1,1,2,1,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S28.wav,2.601459
1.772697687149048,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M4626.wav,OE1M4626.wav,P23_EXP1,2.35139561,2.958333333333333,26,4,4,2,4,3,3,3,4,3,2,4,2,3,3,3,3,3,2,3,2,2,3,3,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S26.wav,3.0402863
1.850027561187744,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3105.wav,OE1M3105.wav,P23_EXP1,2.6677804,3.333333333333333,5,4,3,3,3,3,3,4,4,4,3,3,4,3,5,4,4,4,2,3,3,3,3,2,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S05.wav,2.7870693
3.392479419708252,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M2A42.wav,OE1M2A42.wav,P23_EXP1,3.37573123,4.25,42,4,5,3,4,3,3,5,5,5,4,4,4,5,5,5,5,5,4,4,4,3,5,4,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M01S42.wav,3.4620883
1.9245188236236568,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M2F03.wav,OE1M2F03.wav,P23_EXP1,1.79646587,2.958333333333333,3,4,4,3,3,2,3,3,4,3,3,5,3,3,2,2,4,2,1,4,3,2,3,2,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S03.wav,2.6016831
1.5710595846176147,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F7C36.wav,OE1F7C36.wav,P23_EXP1,1.49559712,2.0416666666666665,36,3,2,1,2,2,2,2,3,1,2,3,2,1,2,3,2,3,2,3,1,2,3,1,1,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S36.wav,1.5411712
1.2172164916992188,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F7D37.wav,OE1F7D37.wav,P23_EXP1,1.58620858,1.3333333333333333,37,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S37.wav,1.1130425
1.484412431716919,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F7E38.wav,OE1F7E38.wav,P23_EXP1,2.43954372,2.0416666666666665,38,2,2,3,1,1,2,2,4,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S38.wav,1.6609706
1.8862895965576167,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F7F39.wav,OE1F7F39.wav,P23_EXP1,2.88743615,2.5,39,3,2,3,3,2,3,2,4,2,2,3,3,1,3,2,2,2,2,4,3,2,2,2,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S39.wav,2.2681077
2.887988328933716,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F8040.wav,OE1F8040.wav,P23_EXP1,3.24035048,3.333333333333333,40,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,2,4,4,2,2,4,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S40.wav,2.8154104
2.9253315925598145,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F8141.wav,OE1F8141.wav,P23_EXP1,3.40189242,4.125,41,4,4,4,4,4,4,4,5,4,4,5,4,4,5,5,4,5,4,3,5,3,4,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S41.wav,3.2700055
2.435432910919189,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1M3004.wav,OE1M3004.wav,P23_EXP1,2.66728687,4.041666666666667,4,4,5,4,4,5,5,4,4,4,4,3,3,4,5,5,4,5,4,3,3,3,4,4,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_M02S04.wav,3.0862467
3.606945037841797,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F8343.wav,OE1F8343.wav,P23_EXP1,3.62260818,4.333333333333333,43,4,5,3,4,5,4,4,5,5,4,4,4,5,5,5,5,5,4,2,5,5,4,4,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S43.wav,3.2620783
3.995420455932617,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F8444.wav,OE1F8444.wav,P23_EXP1,3.60308814,4.541666666666667,44,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,3,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F01S44.wav,3.6059146
2.263124942779541,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F8501.wav,OE1F8501.wav,P23_EXP1,3.34540081,3.458333333333333,1,2,3,3,4,5,3,4,4,4,3,5,4,4,3,3,3,3,2,4,4,2,4,3,4,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F02S01.wav,2.8025095
1.8649468421936035,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/CODED_WAV/OE1F8602.wav,OE1F8602.wav,P23_EXP1,2.92002177,2.833333333333333,2,4,4,2,4,4,3,3,4,4,2,3,3,2,3,4,2,2,3,2,1,2,3,2,2,/media/alergn/hdd/datasets/audio/speech/ITU-T P_Suppl_23_DB/P_Suppl_23_DB/Disk1/EXP1/ORIGINAL_WAV/O_F02S02.wav,2.8081276
